Unnamed: 0,name,address,lat,lon
1,,"18727 MT. ZION ROAD CASSOPOLIS, MI 49031",41.84638,-85.92898
2,,"241 SOUTH FRONT STREET DOWAGIAC, MI 49047",41.98118,-86.10964
3,,"1345 BARRON LAKE RD NILES, MI 49120",41.85138,-86.1753
4,,"2690 LAKE SHORE DRIVE NILES, MI 49120",41.84022,-86.17944
5,,"24725 JEFFERSON CENTER ST CASSOPOLIS, MI 49031",41.85442,-86.04374
6,,"2837 BIRD LAKE RD OSSEO, MI 49266",41.88583,-84.54388
7,,"58253 M-62 CASSOPOLIS, MI 49031",41.95142,-86.04044
8,,"13163 MARCELLUS HWY MARCELLUS, MI 49067",42.02659,-85.82258
9,,"1225 MAPLE RIDGE ROAD TWINING, MI 48766",44.14003,-83.85334
10,,"17049 US 12 EDWARDSBURG, MI 49112",41.77606,-85.89778
11,,"7023 CHERRY AVE KEWADIN, MI 49648",44.93048,-85.36424
12,,"32097 BERTRAND STREET NILES, MI 49120",41.77839,-86.18781
13,,"11900 MCKINLEY ST JONES, MI 49061",41.90325,-85.79656
14,,"26225 US HIGHWAY 12 EDWARDSBURG, MI 49112",41.7985,-86.07406
15,,"60717 SOUTH MAIN VANDALIA, MI 49095",41.91589,-85.91364
16,,"30683 PEAVINE STREET DOWAGIAC, MI 49047",41.95575,-86.1593
17,,"69373 BALDWIN PRAIRIE RD. P.O. BOX 517 UNION, MI 49130",41.78881,-85.84701
18,,"69401 BALDWIN PRAIRIE RD UNION, MI 49130",41.78882,-85.8469
19,,"32764 DIXON ST DOWAGIAC, MI 49047",42.05685,-86.20049
20,,"53254 GOODENOUGH ROAD MARCELLUS, MI 49067",42.02318,-85.93984
21,,"53950 GLENWOOD RD. DOWAGIAC, MI 49047",42.01347,-86.03176
