Unnamed: 0,name,address,lat,lon
1,,"1491 OWASIPPE TWIN LAKE, MI 49457",43.4469,-86.19841
2,,"10599 TWIN LK RD NE, MANCELONA, MI 49659",44.81959,-84.95565
3,,"245 S CANADA RD CASNOVIA, MI 49318",43.24938,-85.85026
4,,"2530 N 41 1/2 RD, MANTON MANTON, MI 49663",44.3764,-85.40753
5,,"6565 SWEETER RD. TWIN LAKE, MI 49457",43.32224,-86.07979
6,,"6681 AUTOMOBILE RD TWIN LAKE, MI 49457",43.38079,-86.25633
7,,"3175 5TH STREET TWIN LAKE, MI 49457",43.36007,-86.16417
8,,"1616 E. RILEY THOMPSON RD. MUSKEGON, MI 49445",43.33937,-86.20158
9,,"1650 E RILEY THOMPSON RD MUSKEGON, MI 49445",43.33927,-86.20078
10,,"6285 E APPLE AVE MUSKEGON, MI 49442",43.23449,-86.08987
11,,"5428 E APPLE AVE MUSKEGON, MI 49442",43.23545,-86.11113
12,,"275 S. WOLF LAKE RD MUSKEGON, MI 49442",43.24738,-86.10776
13,,"5865 AIRLINE ROAD FRUITPORT, MI 49415",43.14543,-86.15742
14,,"2651 SHETTLER MUSKEGON, MI 49444",43.17875,-86.17912
15,,"213 W OAK ST. FRUITPORT, MI 49415",43.12997,-86.16012
16,,"3387 HTS. RAVENNA RD MUSKEGON, MI 49444",43.18905,-86.16079
17,,"6511 HOLTON-WHITEHALL RD HOLTON, MI 49425",43.41272,-86.08109
18,,"1568 W. GILES RD. MUSKEGON, MI 49445",43.27855,-86.28138
19,,"1807 W GILES RD MUSKEGON, MI 49445",43.27798,-86.28875
20,,"2735 W GILES RD MUSKEGON, MI 49445",43.27863,-86.31154
21,,"8778 FERRY MONTAGUE, MI 49437",43.4181,-86.35482
22,,"8915 WHITBECK RD MONTAGUE, MI 49437",43.42096,-86.37646
23,,"12416 APPLE AVE RAVENNA, MI 49451",43.23557,-85.94518
24,,"1350 KEATING MUSKEGON, MI 49442",43.21714,-86.21027
25,,"480 BENNETT MUSKEGON, MI 49442",43.24358,-86.21561
26,,"650 WOOD MUSKEGON, MI 49442",43.24086,-86.2314
27,,"933 TERRACE ST MUSKEGON, MI 49440",43.23509,-86.24626
28,,"80 W. SOUTHERN AVE MUSKEGON, MI 49441",43.22468,-86.24654
29,,"221 S. QUARTERLINE RD MUSKEGON, MI 49442",43.24794,-86.19628
30,,"1150 AMITY MUSKEGON, MI 49442",43.2368,-86.21625
31,,"1213 W HACKLEY MUSKEGON, MI 49441",43.21241,-86.27358
32,,"COMMUNITY BUILDING MUSKEGON, MI 49441",43.18816,-86.25977
33,,"1346 BLUFF ST MUSKEGON, MI 49441",43.22876,-86.33502
34,,"900 W. WESTERN MUSKEGON, MI 49440",43.23038,-86.26387
35,,"2313 DENMARK MUSKEGON, MI 49441",43.21106,-86.29616
36,,"2640 PECK STREET MUSKEGON, MI 49444",43.20421,-86.24421
37,,"412 E. SHERMAN BLVD. MUSKEGON, MI 49444",43.20526,-86.23434
38,,"2724 PECK STREET MUSKEGON, MI 49444",43.20175,-86.24447
39,,"412 E. SHERMAN BLVD MUSKEGON, MI 49444",43.20526,-86.23434
40,,"1765 ADA AVENUE MUSKEGON, MI 49442",43.23288,-86.20044
41,,"16 N. QUARTERLINE RD MUSKEGON, MI 49442",43.25419,-86.1911
42,,"2500 E. LAKETON AVE MUSKEGON, MI 49442",43.22015,-86.18197
43,,"1990 E APPLE AVE MUSKEGON, MI 49442",43.23515,-86.19478
44,,"1117 S WALKER RD MUSKEGON, MI 49442",43.23197,-86.1751
45,,"1500 N GETTY STREET MUSKEGON, MI 49445",43.27912,-86.2212
46,,"1699 N GETTY ST MUSKEGON, MI 49445",43.28307,-86.22371
47,,"1102 RUDDIMAN DR. MUSKEGON, MI 49445",43.25296,-86.2728
48,,"409 STEWART ST. MUSKEGON, MI 49445",43.25759,-86.2673
49,,"3920 AIRLINE ROAD MUSKEGON, MI 49444",43.18073,-86.21781
50,,"1100 E PONTALUNA ROAD SPRING LAKE, MI 49456",43.13297,-86.21775
51,,"1521 PORTER ROAD MUSKEGON, MI 49441",43.1577,-86.28166
52,,"705 SEMINOLE ROAD MUSKEGON, MI 49441",43.18653,-86.26138
53,,"1121 SEMINOLE ROAD NORTON SHORES, MI 49441",43.18557,-86.27299
54,,"3800 LAKE HARBOR ROAD NORTON SHORES, MI 49441",43.18364,-86.28823
55,,"4475 HENRY ST NORTON SHORES, MI 49441",43.1716,-86.26553
56,,"1700 WOODSIDE ROAD MUSKEGON, MI 49441",43.19642,-86.28616
57,,"4814 HENRY STREET MUSKEGON, MI 49441",43.16485,-86.26331
58,,"5035 HENRY STREET NORTON SHORES, MI 49441",43.1609,-86.26546
59,,"3770 BLACKMER RD. RAVENNA, MI 49451",43.18452,-85.94756
60,,"3106 ROOSEVELT MUSKEGON, MI 49441",43.19588,-86.27603
61,,"900 OAKRIDGE RD MUSKEGON, MI 49441",43.20062,-86.26526
62,,"8138 HEIGHTS-RAVENNA RAVENNA, MI 49451",43.19181,-86.04385
63,,"7386 POST ROAD MONTAGUE, MI 49437",43.42352,-86.4261
64,,"405 E. COLBY ST WHITEHALL, MI 49461",43.40909,-86.34251
65,,"7644 DURHAM WHITEHALL, MI 49461",43.39588,-86.31099
