,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,3426739384,2005,post_office,Glenn Post Office,-86.2261857000,42.5202924000,-86.22619,42.52029
1,5334171372,2002,fire_station,Hopkins Fire Department,-85.7616628000,42.6232351000,-85.76166,42.62324
2,5691813744,2002,fire_station,Ganges Township Fire Department,-86.2229651000,42.5207133000,-86.22297,42.52071
3,1235429136,2002,fire_station,Wayland Fire Station,-85.6447364000,42.6740274000,-85.64474,42.67403
4,1235429375,2001,police,Wayland City Police Dept.,-85.6443931000,42.6740036000,-85.64439,42.674
5,1235429531,2007,library,Henika District Library,-85.6429115000,42.6728909000,-85.64291,42.67289
6,1235436365,2008,town_hall,,-85.6429837000,42.6736350000,-85.64298,42.67364
7,1242336012,2002,fire_station,Leighton Township Fire Station,-85.5991922000,42.7435218000,-85.59919,42.74352
8,1693974196,2007,library,Salem Township Library,-85.8420266000,42.7251868000,-85.84203,42.72519
9,3225324449,2008,town_hall,Leighton Township Hall,-85.5991574000,42.7433939000,-85.59916,42.74339
10,4806281496,2007,library,Dorr Township Library,-85.7224929000,42.7333500000,-85.72249,42.73335
11,5334171373,2007,library,Hopkins Public Library,-85.7620839000,42.6236552000,-85.76208,42.62366
12,5334171374,2008,town_hall,Hopkins VIllage Hall,-85.7620934000,42.6232186000,-85.76209,42.62322
13,5334171376,2005,post_office,Hopkins Post Office,-85.7636903000,42.6236794000,-85.76369,42.62368
14,3087854693,2002,fire_station,South Haven Area Emergency Services Station 1,-86.1881654000,42.4810495000,-86.18817,42.48105
15,6910831486,2005,post_office,United States Post Office,-85.6946410000,42.4609459000,-85.69464,42.46095
16,6530671755,2005,post_office,,-86.0009454000,42.6725620000,-86.00095,42.67256
17,7732399640,2002,fire_station,,-85.9979697000,42.6693412000,-85.99797,42.66934
